Student_ID,Attendance,Assignment_Score,Quiz_Score,Midterm,Final,GPA,LMS_Logins,Time_Spent,Discussion_Posts,Late_Submissions,Teacher_Feedback,Course_Completion,Previous_Result,Risk
STU0774,90.5,97.2,77.7,87.8,90.5,3.78,37,101.2,31.0,2,Excellent,100.0,1,0
STU0741,76.3,75.9,67.3,57.0,72.5,3.47,60,128.2,27.0,8,Good,84.8,1,0
STU0809,85.9,62.2,61.7,55.0,46.2,2.28,43,61.8,11.0,9,Fair,81.5,0,0
STU0532,69.5,56.2,56.6,44.6,46.8,2.35,41,4.0,9.0,8,Fair,66.7,1,1
STU0305,90.4,63.2,65.6,97.1,58.1,3.15,22,44.5,17.0,4,Good,81.9,1,0
STU0020,78.9,70.3,66.7,35.7,58.2,2.93,31,46.1,19.0,10,Good,83.7,0,0
STU0390,72.5,40.3,45.6,33.7,55.7,1.78,44,33.4,18.0,9,Poor,69.2,1,1
STU0787,63.8,75.4,63.6,57.7,42.6,2.86,65,68.9,,3,Good,80.8,1,0
STU0267,86.7,61.3,70.3,30.3,51.3,2.21,63,12.2,28.0,2,Fair,77.9,1,0
STU0623,97.6,75.6,80.1,54.4,64.4,3.03,43,68.5,34.0,3,Fair,83.4,0,0
STU0303,86.4,82.1,48.5,85.2,64.3,3.47,60,88.4,14.0,6,Good,84.1,1,0
STU0147,70.3,61.8,47.2,61.8,49.8,2.87,34,39.5,14.0,5,Fair,96.8,1,0
STU0182,91.4,75.7,67.7,46.3,63.8,2.74,22,54.4,22.0,4,Good,89.0,0,0
STU0297,71.2,57.2,89.7,70.7,60.6,2.55,45,67.5,20.0,6,Good,83.0,1,0
STU0630,52.7,43.3,33.7,32.4,4.5,1.99,33,64.8,12.0,8,Poor,57.6,1,1
STU0362,100.0,78.3,58.6,39.6,69.9,2.91,42,54.5,16.0,7,Poor,81.6,1,0
STU0409,51.8,40.0,17.7,37.0,24.4,1.17,32,63.6,15.0,15,Poor,31.8,0,1
STU0695,68.6,45.3,65.7,64.0,43.4,2.43,43,31.0,14.0,7,Fair,85.4,1,1
STU0447,100.0,98.5,72.4,72.0,82.7,2.68,74,59.9,27.0,6,Excellent,95.1,1,0
STU0309,98.9,51.4,81.6,57.6,73.3,3.44,42,62.3,12.0,3,Fair,79.5,0,0
STU0533,88.5,68.0,59.8,70.0,74.7,2.39,41,26.8,35.0,11,Poor,61.0,1,0
STU0272,63.6,81.7,57.0,61.8,50.3,3.21,52,62.9,19.0,8,Excellent,93.9,0,0
STU0986,90.7,71.9,66.6,63.0,75.2,3.2,68,97.8,44.0,5,Good,90.4,1,0
STU0380,76.3,71.8,56.7,50.8,34.0,2.75,63,59.8,4.0,12,Poor,75.8,1,0
STU0917,91.6,79.7,94.4,78.7,60.9,3.46,67,46.5,31.0,2,Excellent,87.9,1,0
STU0151,73.2,65.4,60.5,61.9,51.2,3.13,46,,13.0,5,Good,76.2,0,0
STU0571,60.9,47.4,66.1,48.0,33.0,2.16,10,58.5,20.0,11,Poor,38.8,1,1
STU0012,95.0,87.6,88.3,68.4,75.6,2.63,28,50.0,25.0,8,Fair,82.7,1,0
STU0766,58.6,41.7,35.4,48.3,33.5,1.72,24,0.0,2.0,8,Poor,66.5,0,1
STU0002,71.1,46.6,44.5,53.7,53.0,1.97,47,13.2,22.0,8,Fair,63.0,0,0
STU0214,78.7,54.0,73.2,41.4,49.0,2.23,22,84.1,21.0,7,Fair,73.7,1,0
STU0364,71.8,59.1,54.6,34.0,33.3,1.95,22,24.7,14.0,10,Poor,88.3,1,1
STU0140,100.0,100.0,100.0,100.0,100.0,4.0,98,69.2,47.0,1,Excellent,100.0,1,0
STU0591,73.8,39.0,40.8,42.1,49.3,2.0,17,21.5,0.0,13,Poor,60.5,0,1
STU0558,69.3,58.8,58.2,50.4,47.5,2.26,42,38.7,7.0,8,Poor,92.1,0,1
STU0490,79.3,76.1,71.0,68.1,66.2,2.76,25,44.3,22.0,7,Good,87.0,1,0
STU0711,92.8,61.2,62.4,66.4,64.3,2.95,23,18.0,23.0,7,Fair,76.1,1,0
STU0841,100.0,86.1,84.3,73.0,93.8,3.49,37,92.1,32.0,3,Excellent,100.0,1,0
STU0327,65.6,47.9,24.2,44.4,45.9,2.49,20,50.5,21.0,10,Fair,76.9,0,1
STU0548,88.8,46.5,69.1,58.5,58.0,2.44,60,0.0,20.0,11,Fair,71.2,1,0
STU0511,60.4,46.3,38.9,43.7,29.1,1.93,7,,3.0,12,Poor,80.6,1,1
STU0858,100.0,79.9,69.2,67.5,57.9,2.88,60,81.9,31.0,6,Good,87.0,1,0
STU0097,79.0,61.4,55.0,57.1,43.7,2.3,23,30.0,21.0,11,Poor,55.4,1,1
STU0358,90.8,65.5,69.2,58.8,58.9,2.78,70,34.7,,5,Excellent,81.1,1,0
STU0412,60.7,53.5,49.2,1.7,17.6,1.82,24,28.4,4.0,14,Poor,51.1,0,1
STU0777,63.5,41.0,54.9,33.7,29.4,2.09,38,11.4,7.0,11,Poor,100.0,1,1
STU0557,80.5,50.4,35.1,47.2,50.9,2.32,28,29.9,24.0,12,Poor,73.6,0,1
STU0603,98.9,92.7,77.5,63.4,80.0,3.57,50,108.0,33.0,1,Excellent,100.0,1,0
STU0459,80.2,84.6,50.4,63.3,57.2,3.05,30,59.3,34.0,8,Fair,78.3,1,0
STU0748,92.3,75.2,65.0,79.5,51.8,2.41,53,50.9,12.0,2,Good,95.1,1,0
STU0043,61.6,62.9,72.3,40.3,47.3,2.42,45,19.4,21.0,11,Poor,51.2,1,1
STU0420,92.2,83.8,58.3,96.0,99.7,2.97,64,,50.0,8,Excellent,80.0,1,0
STU0621,75.6,64.9,51.6,58.3,37.1,3.29,51,39.3,12.0,8,Poor,88.0,0,1
STU0464,69.9,42.7,27.4,13.3,15.7,1.46,14,67.9,9.0,8,Poor,54.8,0,1
STU0990,64.5,48.8,69.7,42.9,61.5,2.21,21,88.5,7.0,7,Fair,74.2,0,0
STU0181,93.1,72.4,97.8,68.7,96.9,3.13,61,43.5,26.0,3,Excellent,92.5,1,0
STU0954,77.6,45.7,26.4,38.7,15.6,2.16,40,66.5,23.0,9,Poor,76.3,1,1
STU0951,82.6,44.0,31.8,26.4,44.4,0.91,39,25.0,16.0,9,Poor,50.4,0,1
STU0143,81.4,22.3,61.8,26.3,26.5,1.31,23,0.0,6.0,13,Poor,52.9,1,1
STU0064,91.3,82.7,73.5,71.8,60.8,2.9,57,100.5,30.0,6,Good,85.2,1,0
STU0725,77.3,63.0,46.7,45.9,46.5,2.2,44,30.5,6.0,9,Poor,70.8,1,1
STU0118,69.9,63.4,64.2,59.5,72.0,2.59,27,0.0,16.0,3,Excellent,69.5,1,0
STU0636,76.6,71.0,70.4,41.2,38.5,1.67,42,56.5,,10,Fair,79.9,1,0
STU0749,77.5,57.2,57.0,46.7,39.0,2.19,37,54.9,3.0,8,Good,64.1,1,1
STU0518,66.0,67.5,67.7,50.0,45.2,2.77,34,51.5,18.0,10,Poor,74.7,0,1
STU0260,58.8,44.3,51.5,36.3,30.8,1.98,29,17.1,3.0,13,Poor,58.1,1,1
STU0850,100.0,83.9,83.4,65.8,75.8,3.17,74,80.0,42.0,3,Excellent,98.8,1,0
STU0412,60.7,53.5,49.2,1.7,17.6,1.82,24,28.4,4.0,14,Poor,51.1,0,1
STU0606,72.4,83.9,61.4,78.8,70.7,2.51,33,91.3,34.0,2,Fair,96.8,0,0
STU0762,82.8,68.0,56.1,79.6,100.0,3.2,50,0.0,27.0,3,Good,77.3,0,0
STU0093,73.8,66.9,59.1,65.9,41.9,1.95,47,81.9,20.0,8,Good,89.2,1,0
STU0375,79.4,73.0,66.5,69.2,79.8,2.98,46,95.3,47.0,5,Good,85.5,1,0
STU0078,73.5,90.5,65.4,42.7,55.4,2.76,64,51.5,38.0,7,Good,80.4,1,0
STU0385,71.7,31.2,49.9,36.1,41.2,2.3,20,54.9,4.0,8,Poor,81.7,0,1
STU0584,75.5,46.4,53.2,44.2,57.5,1.69,12,2.5,28.0,14,Poor,51.9,1,1
STU0907,68.7,63.3,70.6,38.5,65.4,2.54,53,56.2,30.0,7,Good,87.9,0,0
STU0913,92.9,77.6,69.7,63.6,73.1,3.16,31,79.0,43.0,0,Good,86.1,1,0
STU0946,89.8,47.0,60.8,55.1,77.5,1.82,62,52.7,28.0,8,Poor,62.5,1,1
STU0202,85.4,80.4,78.3,96.1,57.1,3.26,35,63.8,43.0,2,Excellent,100.0,1,0
STU0269,80.7,71.9,47.0,58.0,75.0,2.94,38,33.5,15.0,1,Fair,100.0,1,0
STU0919,89.9,81.2,70.2,84.1,85.8,3.56,55,74.8,23.0,2,Excellent,100.0,1,0
STU0370,100.0,84.7,80.2,75.2,82.9,3.74,38,111.3,28.0,2,Fair,98.4,1,0
STU0074,88.4,59.7,66.6,77.7,85.9,2.83,51,99.0,7.0,10,Good,88.1,0,0
STU0698,67.7,72.5,52.7,44.6,41.4,1.98,26,,14.0,9,Poor,88.5,1,0
STU0274,100.0,96.2,96.3,87.9,100.0,4.0,76,113.0,49.0,0,Excellent,100.0,1,0
STU0090,78.2,69.6,72.6,79.3,76.4,3.61,42,29.6,15.0,5,Good,86.5,1,0
STU0895,77.3,59.8,53.3,63.9,42.6,2.49,46,71.9,19.0,6,Fair,100.0,1,0
STU0977,96.5,65.2,69.2,81.3,79.7,3.12,56,79.6,42.0,4,Excellent,100.0,0,0
STU0013,89.2,62.9,69.7,56.9,69.1,2.19,45,53.6,26.0,5,Fair,78.8,0,0
STU0142,75.6,34.6,48.1,82.5,87.1,1.1,45,68.3,21.0,9,Fair,84.2,1,0
STU0243,60.3,56.6,29.4,37.7,15.5,1.96,26,0.0,6.0,12,Poor,72.2,1,1
STU0835,78.2,60.8,58.4,66.9,25.2,2.17,17,36.5,0.0,8,Poor,90.5,0,1
STU0058,83.9,88.7,64.6,77.7,93.7,3.34,78,71.3,20.0,5,Excellent,89.6,1,0
STU0712,83.3,56.9,77.8,79.5,63.6,1.94,42,97.2,21.0,2,Good,100.0,1,0
STU0268,95.5,75.9,65.3,65.8,69.4,2.14,30,67.2,28.0,2,Fair,93.6,1,0
STU0238,66.4,68.4,60.2,67.5,59.2,2.68,43,77.5,32.0,5,Fair,82.0,1,0
STU0163,100.0,91.6,100.0,99.6,100.0,4.0,51,134.5,37.0,0,Excellent,97.2,1,0
STU0347,79.2,60.9,54.3,55.2,37.3,1.91,12,30.8,7.0,6,Poor,93.1,0,1
STU0336,51.7,65.1,49.2,39.4,27.2,1.61,26,0.0,6.0,6,Poor,88.1,1,1
STU0889,58.1,21.0,29.4,20.3,14.2,1.59,37,0.0,0.0,13,Poor,43.9,1,1
STU0372,100.0,89.9,76.8,62.5,73.9,3.49,51,82.3,24.0,1,Excellent,100.0,1,0
STU0378,69.8,41.4,32.7,27.6,23.2,1.44,11,19.4,0.0,14,Poor,42.5,0,1
STU0114,61.0,45.3,47.4,48.7,41.5,2.13,13,26.6,2.0,8,Poor,72.2,1,1
STU0693,77.2,67.3,73.9,52.0,78.6,3.08,51,96.2,36.0,7,Good,77.9,1,0
STU0920,51.0,29.8,48.6,37.5,39.7,1.51,4,74.1,16.0,12,Poor,93.3,0,1
STU0484,100.0,76.2,69.6,85.4,71.9,3.47,65,76.4,18.0,4,Excellent,52.0,1,0
STU0430,81.9,77.1,84.1,76.4,46.3,3.67,64,35.7,36.0,8,Good,99.1,1,0
STU0881,66.0,74.7,68.5,58.5,55.8,3.17,38,119.8,18.0,6,Good,78.1,1,0
STU0254,66.4,55.6,29.7,57.8,18.3,2.62,49,60.8,23.0,12,Fair,72.9,1,1
STU0168,57.8,85.4,52.2,59.3,52.2,2.48,31,59.6,22.0,7,Excellent,88.5,1,0
STU0891,63.0,63.4,45.6,33.9,52.1,2.48,30,46.5,11.0,8,Poor,75.5,1,0
STU0592,100.0,58.0,85.4,80.9,83.3,2.85,33,48.4,28.0,9,Good,99.0,1,0
STU0956,92.9,75.6,70.3,57.5,100.0,3.45,35,133.1,48.0,0,Good,75.3,1,0
STU0277,81.6,51.3,42.3,61.1,56.0,2.27,19,42.8,33.0,13,Fair,100.0,1,1
STU0804,90.5,67.7,58.7,70.3,78.1,3.25,42,20.4,18.0,5,Good,69.9,1,0
STU0865,71.9,59.3,44.9,30.0,35.9,2.06,62,65.4,,10,Poor,62.0,1,0
STU0547,82.5,54.4,62.6,83.3,27.4,3.36,38,92.5,33.0,8,Fair,88.4,1,0
STU0082,53.0,56.2,58.5,37.8,58.9,2.06,20,42.4,14.0,11,Poor,89.5,0,1
STU0200,80.9,55.4,53.7,53.5,60.4,2.48,41,31.4,11.0,8,Poor,91.5,1,0
STU0627,82.4,41.9,70.2,55.4,45.0,2.56,29,0.0,27.0,7,Poor,83.0,1,0
STU0757,68.2,67.7,57.7,44.8,45.5,1.85,32,23.6,20.0,10,Poor,81.0,0,1
STU0784,100.0,69.8,83.3,90.6,78.3,2.96,15,62.1,12.0,5,Excellent,88.2,1,0
STU0102,85.6,87.8,63.2,74.2,83.3,3.93,55,98.6,21.0,3,Excellent,78.7,1,0
STU0776,93.6,71.0,89.1,52.8,71.7,2.87,20,72.1,32.0,4,Excellent,71.5,1,0
STU0470,86.9,39.4,51.6,57.8,32.0,2.44,38,0.8,11.0,7,Fair,83.8,1,1
STU0806,86.4,64.9,77.2,46.0,60.4,3.12,78,44.7,17.0,4,Excellent,100.0,1,0
STU0246,82.0,49.8,42.0,45.7,36.8,1.99,21,24.9,0.0,5,Poor,77.0,0,1
STU0746,92.7,71.9,84.6,70.6,78.1,3.47,23,103.1,29.0,5,Good,88.7,1,0
STU0355,100.0,95.2,65.2,72.9,63.8,3.24,44,55.6,23.0,1,Excellent,95.0,1,0
STU0764,100.0,65.8,78.6,77.6,90.7,3.67,40,102.8,13.0,3,Good,94.5,1,0
STU0293,95.3,82.0,91.5,77.1,72.8,3.58,54,46.2,43.0,0,Good,93.9,1,0
STU0590,95.9,83.3,88.0,78.6,80.4,3.19,30,105.9,34.0,13,Excellent,100.0,1,0
STU0540,70.7,67.9,59.2,39.4,54.6,1.79,37,57.6,8.0,13,Poor,73.6,1,1
STU0441,85.4,58.2,61.4,81.9,60.1,2.54,26,55.8,26.0,9,Fair,71.0,0,0
STU0965,95.3,59.7,62.8,57.6,49.9,3.3,68,59.1,37.0,5,Good,99.8,1,0
STU0812,71.2,42.7,52.8,48.7,44.1,2.5,61,12.0,11.0,7,Poor,66.6,1,1
STU0301,100.0,88.9,79.3,93.5,,3.33,78,91.9,41.0,5,Excellent,100.0,1,0
STU0079,100.0,69.4,51.1,55.3,64.5,3.29,58,61.1,30.0,6,Fair,77.7,1,0
STU0778,83.6,72.8,63.6,72.5,48.8,2.93,31,85.7,11.0,6,Good,73.6,1,0
STU0936,81.9,86.5,45.4,72.3,60.3,2.57,64,77.9,8.0,1,Good,79.5,1,0
STU0033,90.8,55.3,62.8,38.6,57.9,2.81,43,89.4,22.0,10,Fair,79.3,1,0
STU0888,66.8,62.0,59.1,49.6,72.4,3.1,29,91.1,0.0,6,Fair,62.5,0,0
STU0100,72.4,64.2,66.0,54.5,40.8,1.79,56,43.6,8.0,13,Fair,79.4,0,1
STU0376,100.0,99.2,69.0,88.6,69.9,4.0,83,116.6,46.0,0,Excellent,95.2,1,0
STU0109,100.0,87.4,65.9,58.1,92.4,3.02,18,82.5,24.0,7,Excellent,97.6,1,0
STU0705,80.3,81.5,77.5,83.0,86.3,2.88,46,96.0,41.0,6,Excellent,93.5,1,0
STU0469,100.0,69.0,82.2,94.6,100.0,3.39,55,63.5,29.0,1,Excellent,94.7,1,0
STU0568,65.0,58.8,59.1,36.9,50.2,1.87,35,18.1,33.0,9,Fair,80.3,0,1
STU0770,82.2,100.0,90.1,95.2,100.0,3.63,62,45.0,38.0,3,Excellent,97.4,1,0
STU0334,54.0,55.0,50.5,41.0,55.0,2.68,53,30.5,21.0,10,Poor,97.6,1,1
STU0926,88.1,80.9,93.7,99.9,100.0,3.35,74,117.5,42.0,8,Excellent,80.8,1,0
STU0369,73.4,78.6,57.5,67.7,60.7,2.76,49,48.1,39.0,5,Good,100.0,0,0
STU0709,87.0,71.3,63.1,56.0,44.7,2.59,33,39.5,25.0,9,Poor,74.2,1,0
STU0551,84.5,58.5,52.5,57.9,78.5,3.11,50,84.9,15.0,10,Good,89.8,1,0
STU0087,84.5,48.7,56.5,40.0,40.4,2.05,51,38.1,31.0,7,Poor,70.5,1,0
STU0393,80.6,55.5,42.4,44.4,37.0,1.82,33,13.0,23.0,7,Fair,69.8,1,0
STU0974,83.7,87.6,65.1,90.7,33.9,2.97,33,18.1,,8,Fair,96.5,1,0
STU0694,67.0,32.5,32.7,11.4,11.1,1.91,9,81.9,18.0,15,Poor,71.6,0,1
STU0966,71.7,52.1,32.2,30.9,37.4,2.33,40,29.8,19.0,11,Poor,59.5,0,0
STU0141,100.0,85.1,67.1,64.9,64.1,2.81,55,83.4,34.0,5,Good,70.2,1,0
STU0618,82.9,54.9,74.3,56.2,50.1,2.75,0,72.5,14.0,7,Good,95.2,1,0
STU0553,81.1,65.2,62.7,77.9,55.1,3.01,41,137.9,26.0,5,Good,87.3,1,0
STU0561,80.3,61.9,65.4,68.6,66.2,3.18,55,63.9,15.0,10,Fair,87.3,1,0
STU0149,70.0,88.0,72.5,98.3,75.6,3.24,61,84.4,31.0,1,Fair,100.0,1,0
STU0689,91.8,58.9,69.1,85.6,48.7,2.61,31,45.5,5.0,13,Good,81.9,1,0
STU0477,90.1,96.6,57.5,51.3,80.4,2.93,58,48.3,16.0,5,Excellent,80.3,1,0
STU0381,78.1,77.2,61.8,65.3,86.1,3.14,16,86.7,,5,Poor,83.1,1,0
STU0053,55.9,47.9,55.9,28.3,39.4,2.23,28,9.9,0.0,11,Poor,76.2,1,1
STU0089,100.0,77.5,63.1,70.1,61.4,2.41,54,26.8,7.0,9,Good,97.4,1,0
STU0786,72.2,78.9,66.8,50.1,43.0,3.41,51,70.9,0.0,7,Good,100.0,1,0
STU0512,71.5,66.5,74.8,39.8,51.7,2.49,33,28.9,24.0,11,Good,65.8,1,0
STU0996,95.0,73.7,60.3,58.1,79.0,2.33,59,110.8,29.0,7,Poor,80.1,1,0
STU0315,100.0,81.3,77.4,86.5,,3.1,43,96.8,,2,Excellent,84.7,1,0
STU0825,67.0,34.8,40.7,29.1,37.2,0.96,30,23.6,11.0,11,Fair,53.5,1,1
STU0728,85.8,71.7,70.7,80.1,58.3,2.88,42,108.6,,5,Fair,100.0,1,0
STU0575,78.1,56.8,64.6,56.5,75.8,3.15,18,90.5,8.0,6,Fair,84.5,1,0
STU0258,77.7,60.8,60.7,75.1,67.1,2.01,27,75.9,38.0,7,Fair,71.0,1,0
STU0921,92.2,53.1,52.7,60.1,49.2,2.39,46,105.0,26.0,8,Good,79.9,1,0
STU0316,97.8,76.8,62.7,66.9,53.3,2.86,45,61.2,10.0,7,Fair,80.1,1,0
STU0476,69.2,60.3,59.3,63.2,59.9,2.09,15,48.6,15.0,7,Fair,87.6,1,0
STU0799,74.6,74.8,80.5,86.5,70.6,2.94,61,96.6,19.0,4,Excellent,100.0,1,0
STU0348,84.0,67.8,63.9,72.0,39.7,3.48,53,73.4,21.0,5,Excellent,84.1,1,0
STU0781,92.1,71.8,75.9,64.7,53.6,2.52,40,57.9,9.0,10,Good,85.8,0,0
STU0437,85.2,55.5,47.7,45.2,44.4,2.15,46,28.6,9.0,10,Fair,91.1,1,1
STU0220,67.8,67.6,41.3,62.6,42.1,2.48,41,35.7,17.0,7,Poor,66.2,1,1
STU0322,76.8,59.0,72.0,54.4,57.1,2.01,38,9.7,16.0,4,Fair,67.7,1,0
STU0416,72.6,61.8,77.6,64.8,51.1,2.18,40,39.7,6.0,9,Fair,68.9,0,1
STU0290,71.5,71.2,47.5,47.1,62.6,3.21,47,60.0,16.0,3,Fair,94.7,1,0
STU0653,87.6,92.0,94.6,96.3,92.9,3.84,62,112.9,31.0,2,Excellent,97.8,1,0
STU0878,74.1,77.6,55.5,61.5,62.8,2.3,20,4.1,35.0,4,Fair,87.2,1,0
STU0352,80.5,81.5,78.8,78.7,58.5,3.22,47,88.9,9.0,10,Fair,89.4,1,0
STU0105,75.7,45.1,49.3,46.1,38.6,2.15,30,22.7,16.0,11,Fair,72.4,0,0
STU0585,86.0,74.3,75.7,75.4,67.3,2.85,49,90.5,40.0,7,Fair,100.0,1,0
STU0101,74.4,70.1,60.8,43.1,59.9,2.13,55,92.7,9.0,10,Poor,94.5,1,0
STU0923,80.1,52.2,53.0,49.6,63.5,3.66,56,39.8,19.0,7,Fair,74.1,1,0
STU0433,77.8,57.4,52.3,54.9,63.6,2.2,31,48.7,30.0,6,Fair,99.2,1,0
STU0869,61.3,55.4,56.6,56.0,77.1,2.49,28,61.6,23.0,9,Poor,88.2,0,0
STU0647,78.7,73.0,85.1,87.3,68.7,2.46,48,40.2,29.0,6,Good,62.1,1,0
STU0771,100.0,84.9,92.5,81.7,91.0,4.0,57,124.2,41.0,2,Excellent,100.0,1,0
STU0236,72.7,51.2,45.8,57.7,55.7,2.21,30,49.7,8.0,8,Poor,91.2,1,0
STU0579,62.7,45.0,71.4,63.9,48.5,2.22,62,47.6,17.0,8,Good,96.9,0,0
STU0973,71.3,69.7,65.4,67.2,75.7,2.7,44,61.9,33.0,8,Fair,81.8,1,0
STU0529,96.0,52.3,75.8,46.4,54.2,2.71,42,72.1,24.0,5,Good,92.5,1,0
STU0780,84.8,60.8,38.3,18.8,37.3,1.72,28,0.0,9.0,13,Poor,75.4,0,1
STU0283,95.6,61.9,84.1,68.2,85.1,2.81,48,93.3,23.0,4,Excellent,100.0,1,0
STU0872,83.5,48.4,44.8,33.6,44.2,2.95,50,48.9,0.0,9,Poor,71.6,0,1
STU0018,57.3,51.3,45.6,59.3,55.3,1.94,47,45.6,22.0,9,Fair,80.2,1,1
STU0337,78.8,61.0,79.9,48.0,49.6,2.56,50,51.2,9.0,6,Fair,97.3,0,0
STU0860,91.8,63.5,63.0,75.7,67.4,3.48,33,80.2,30.0,6,Good,100.0,1,0
STU0365,74.6,61.3,84.3,65.0,28.5,2.68,44,5.8,8.0,4,Good,81.4,1,0
STU0941,74.6,58.6,80.3,65.6,67.4,2.12,9,80.8,3.0,8,Fair,83.8,1,0
STU0443,96.6,59.6,58.6,67.2,64.7,3.1,67,39.2,7.0,4,Fair,92.6,1,0
STU0104,100.0,79.7,78.8,84.7,95.6,3.01,70,80.1,10.0,5,Good,100.0,1,0
STU0566,93.6,70.5,63.4,92.2,73.1,3.23,38,69.3,21.0,7,Excellent,72.2,1,0
STU0036,84.8,80.7,83.2,83.8,80.3,2.76,33,129.3,14.0,8,Good,78.6,1,0
STU0178,82.8,69.3,69.5,65.5,66.1,3.23,42,96.0,18.0,8,Excellent,83.1,0,0
STU0523,100.0,81.5,77.1,77.3,79.9,3.1,58,99.4,35.0,6,Excellent,100.0,1,0
STU0172,66.5,56.5,58.7,76.0,74.5,2.86,37,66.9,24.0,4,Excellent,86.0,1,0
STU0024,85.7,68.9,60.5,49.5,36.3,2.2,33,70.5,14.0,12,Fair,90.8,1,0
STU0690,95.4,67.5,40.7,70.8,44.1,2.1,45,84.8,12.0,9,Fair,69.7,0,0
STU0663,45.8,53.4,49.0,42.3,51.0,2.06,34,37.7,23.0,8,Poor,67.4,1,1
STU0027,86.7,55.5,74.5,77.8,59.7,2.9,62,85.8,22.0,9,Excellent,100.0,1,0
STU0467,85.1,51.9,55.5,73.0,53.9,2.77,27,51.6,26.0,5,Good,75.6,1,0
STU0596,71.9,64.1,50.5,84.6,63.1,2.53,34,51.8,10.0,5,Good,63.6,1,0
STU0150,95.3,76.3,66.0,66.2,39.1,2.28,53,71.4,27.0,5,Fair,89.6,1,0
STU0615,90.6,50.1,36.6,26.7,38.1,2.48,34,80.0,20.0,10,Poor,57.2,1,0
STU0801,68.6,54.7,50.5,44.5,45.0,2.02,43,45.7,15.0,9,Poor,82.1,0,1
STU0180,72.7,73.1,63.1,69.8,53.6,2.57,71,93.6,9.0,6,Good,86.5,1,0
STU0717,62.6,41.0,45.3,46.8,43.7,1.79,15,0.0,14.0,9,Poor,84.6,0,1
STU0939,87.5,72.8,70.7,75.9,84.1,3.25,72,74.7,33.0,5,Excellent,98.6,1,0
STU0743,64.0,56.8,43.3,25.2,40.3,2.29,8,11.4,15.0,10,Poor,49.3,1,1
STU0699,69.5,40.2,55.6,34.5,57.5,1.93,48,43.0,21.0,10,Poor,68.8,1,0
STU0332,88.4,65.7,56.7,70.1,54.3,3.14,81,52.9,32.0,1,Good,100.0,1,0
STU0968,61.9,55.6,48.0,37.3,32.0,2.21,29,41.2,,10,Fair,83.8,0,1
STU0331,100.0,70.6,73.0,83.9,100.0,3.62,43,76.4,41.0,5,Excellent,97.4,1,0
STU0069,77.2,88.7,78.1,98.8,72.4,2.88,61,34.9,29.0,10,Good,89.7,1,0
STU0129,88.1,55.7,59.1,42.7,45.3,2.39,46,65.3,28.0,10,Poor,68.0,0,0
STU0046,82.4,62.0,56.7,59.8,60.8,3.25,50,61.3,6.0,6,Good,86.7,1,0
STU0478,49.7,39.5,51.2,41.2,32.9,2.24,57,30.2,28.0,11,Poor,74.9,0,1
STU0896,81.9,75.0,64.7,57.6,75.7,3.15,72,132.9,40.0,4,Excellent,83.6,1,0
STU0399,75.5,77.5,63.6,46.7,54.8,2.32,32,53.3,26.0,3,Excellent,78.6,1,0
STU0790,73.4,72.2,57.1,52.8,64.0,3.05,35,74.1,21.0,5,Good,77.4,1,0
STU0472,79.8,69.7,54.2,51.3,42.3,2.26,30,27.3,23.0,12,Fair,83.9,0,0
STU0668,93.5,72.3,66.3,55.0,77.5,2.85,55,95.9,20.0,5,Good,79.0,1,0
STU0108,100.0,55.2,49.5,57.5,69.8,2.33,52,20.0,5.0,8,Fair,84.1,1,0
STU0641,73.1,34.8,50.4,19.9,53.3,1.68,36,33.9,12.0,12,Poor,65.3,1,1
STU0019,99.6,74.7,78.8,78.7,69.8,2.72,74,62.4,16.0,8,Excellent,81.2,1,0
STU0667,62.3,46.8,40.0,36.9,48.5,1.87,19,11.2,,11,Poor,66.9,0,1
STU0394,85.0,75.7,71.3,55.3,54.8,2.61,31,95.6,18.0,4,Good,91.7,1,0
STU0060,100.0,82.1,64.8,71.7,74.2,3.19,73,97.0,,6,Excellent,92.0,1,0
STU0335,65.1,69.7,59.0,62.2,67.1,3.05,60,85.2,23.0,6,Good,81.4,1,0
STU0161,75.2,44.0,46.7,45.9,25.3,2.1,22,24.6,4.0,9,Fair,73.2,1,1
STU0463,63.9,38.5,42.5,21.4,46.1,1.4,4,35.1,19.0,11,Poor,81.3,1,1
STU0800,96.6,63.0,57.7,61.0,54.1,2.82,38,30.4,33.0,8,Good,72.9,1,0
STU0897,75.8,44.8,63.7,34.4,55.5,2.48,46,45.9,10.0,7,Poor,61.1,0,0
STU0488,84.6,60.6,75.8,70.6,52.7,2.64,42,45.3,36.0,7,Excellent,98.4,1,0
STU0131,76.1,53.8,59.2,63.2,65.6,2.11,26,57.0,23.0,4,Fair,79.7,0,0
STU0903,72.3,68.9,70.4,40.5,56.8,2.51,20,87.2,12.0,13,Good,94.7,1,0
STU0659,100.0,87.8,75.9,68.3,71.5,3.32,65,76.3,36.0,4,Excellent,94.3,1,0
STU0648,66.4,52.9,37.6,30.3,19.6,1.4,29,53.9,1.0,8,Poor,83.9,0,1
STU0227,100.0,100.0,94.6,87.8,100.0,4.0,80,78.2,41.0,2,Excellent,90.5,1,0
STU0833,80.1,42.4,58.2,41.9,25.7,2.1,12,28.9,3.0,12,Poor,76.2,0,1
STU0960,82.8,66.6,85.5,57.2,54.2,3.31,29,23.9,25.0,6,Good,84.3,0,0
